route_id,service_id,trip_id,direction_id,trip_headsign,block_id,shape_id,wheelchair_accessible,bikes_allowed
112,224,15854_0_0,0,Залізничний вокзал (191),15854,133,0,0
112,224,15854_0_1,1,Кавалерідзе (426),15854,134,0,0
112,224,15854_1_0,0,Залізничний вокзал (191),15854,133,0,0
112,224,15854_1_1,1,Кавалерідзе (426),15854,134,0,0
112,224,15854_2_0,0,Залізничний вокзал (191),15854,133,0,0
112,224,15854_2_1,1,Кавалерідзе (426),15854,134,0,0
112,224,15854_3_0,0,Залізничний вокзал (191),15854,133,0,0
112,224,15854_3_1,1,Кавалерідзе (426),15854,134,0,0
112,224,15854_4_0,0,Залізничний вокзал (191),15854,133,0,0
112,224,15854_4_1,1,Кавалерідзе (426),15854,134,0,0
112,224,15854_5_0,0,Залізничний вокзал (191),15854,133,0,0
112,224,15854_5_1,1,Кавалерідзе (426),15854,134,0,0
112,224,15854_6_0,0,Залізничний вокзал (191),15854,133,0,0
112,224,15855_0_0,0,Залізничний вокзал (191),15855,133,0,0
112,224,15855_0_1,1,Кавалерідзе (426),15855,134,0,0
112,224,15855_1_0,0,Залізничний вокзал (191),15855,133,0,0
112,224,15855_1_1,1,Кавалерідзе (426),15855,134,0,0
112,224,15855_2_0,0,Залізничний вокзал (191),15855,133,0,0
112,224,15855_2_1,1,Кавалерідзе (426),15855,134,0,0
112,224,15855_3_0,0,Залізничний вокзал (191),15855,133,0,0
112,224,15855_3_1,1,Кавалерідзе (426),15855,134,0,0
112,224,15855_4_0,0,Залізничний вокзал (191),15855,133,0,0
112,224,15855_4_1,1,Кавалерідзе (426),15855,134,0,0
112,224,15855_5_0,0,Залізничний вокзал (191),15855,133,0,0
112,224,15855_5_1,1,Кавалерідзе (426),15855,134,0,0
112,224,15855_6_0,0,Залізничний вокзал (191),15855,133,0,0
112,224,15856_0_0,0,Залізничний вокзал (191),15856,133,0,0
112,224,15856_0_1,1,Кавалерідзе (426),15856,134,0,0
112,224,15856_1_0,0,Залізничний вокзал (191),15856,133,0,0
112,224,15856_1_1,1,Кавалерідзе (426),15856,134,0,0
112,224,15856_2_0,0,Залізничний вокзал (191),15856,133,0,0
112,224,15856_2_1,1,Кавалерідзе (426),15856,134,0,0
112,224,15856_3_0,0,Залізничний вокзал (191),15856,133,0,0
112,224,15856_3_1,1,Кавалерідзе (426),15856,134,0,0
112,224,15856_4_0,0,Залізничний вокзал (191),15856,133,0,0
112,224,15856_4_1,1,Кавалерідзе (426),15856,134,0,0
112,224,15856_5_0,0,Залізничний вокзал (191),15856,133,0,0
112,224,15856_5_1,1,Кавалерідзе (426),15856,134,0,0
112,224,15856_6_0,0,Залізничний вокзал (191),15856,133,0,0
112,224,15857_0_0,0,Залізничний вокзал (191),15857,133,0,0
112,224,15857_0_1,1,Кавалерідзе (426),15857,134,0,0
112,224,15857_1_0,0,Залізничний вокзал (191),15857,133,0,0
112,224,15857_1_1,1,Кавалерідзе (426),15857,134,0,0
112,224,15857_2_0,0,Залізничний вокзал (191),15857,133,0,0
112,224,15857_2_1,1,Кавалерідзе (426),15857,134,0,0
112,224,15857_3_0,0,Залізничний вокзал (191),15857,133,0,0
112,224,15857_3_1,1,Кавалерідзе (426),15857,134,0,0
112,224,15857_4_0,0,Залізничний вокзал (191),15857,133,0,0
112,224,15857_4_1,1,Кавалерідзе (426),15857,134,0,0
112,224,15857_5_0,0,Залізничний вокзал (191),15857,133,0,0
112,224,15857_5_1,1,Кавалерідзе (426),15857,134,0,0
112,224,15857_6_0,0,Залізничний вокзал (191),15857,133,0,0
112,224,15858_0_0,0,Залізничний вокзал (191),15858,133,0,0
112,224,15858_0_1,1,Кавалерідзе (426),15858,134,0,0
112,224,15858_1_0,0,Залізничний вокзал (191),15858,133,0,0
112,224,15858_1_1,1,Кавалерідзе (426),15858,134,0,0
112,224,15858_2_0,0,Залізничний вокзал (191),15858,133,0,0
112,224,15858_2_1,1,Кавалерідзе (426),15858,134,0,0
112,224,15858_3_0,0,Залізничний вокзал (191),15858,133,0,0
112,224,15858_3_1,1,Кавалерідзе (426),15858,134,0,0
112,224,15858_4_0,0,Залізничний вокзал (191),15858,133,0,0
112,224,15858_4_1,1,Кавалерідзе (426),15858,134,0,0
112,224,15858_5_0,0,Залізничний вокзал (191),15858,133,0,0
112,224,15858_5_1,1,Кавалерідзе (426),15858,134,0,0
112,224,15858_6_0,0,Залізничний вокзал (191),15858,133,0,0
112,224,15859_0_0,0,Залізничний вокзал (191),15859,133,0,0
112,224,15859_0_1,1,Кавалерідзе (426),15859,134,0,0
112,224,15859_1_0,0,Залізничний вокзал (191),15859,133,0,0
112,224,15859_1_1,1,Кавалерідзе (426),15859,134,0,0
112,224,15859_2_0,0,Залізничний вокзал (191),15859,133,0,0
112,224,15859_2_1,1,Кавалерідзе (426),15859,134,0,0
112,224,15859_3_0,0,Залізничний вокзал (191),15859,133,0,0
112,224,15859_3_1,1,Кавалерідзе (426),15859,134,0,0
112,224,15859_4_0,0,Залізничний вокзал (191),15859,133,0,0
112,224,15859_4_1,1,Кавалерідзе (426),15859,134,0,0
112,224,15859_5_0,0,Залізничний вокзал (191),15859,133,0,0
112,224,15859_5_1,1,Кавалерідзе (426),15859,134,0,0
112,224,15860_0_1,1,Кавалерідзе (426),15860,134,0,0
112,224,15860_1_0,0,Залізничний вокзал (191),15860,133,0,0
112,224,15860_1_1,1,Кавалерідзе (426),15860,134,0,0
112,224,15860_2_0,0,Залізничний вокзал (191),15860,133,0,0
112,224,15860_2_1,1,Кавалерідзе (426),15860,134,0,0
112,224,15860_3_0,0,Залізничний вокзал (191),15860,133,0,0
112,224,15860_3_1,1,Кавалерідзе (426),15860,134,0,0
112,224,15860_4_0,0,Залізничний вокзал (191),15860,133,0,0
112,224,15860_4_1,1,Кавалерідзе (426),15860,134,0,0
112,224,15860_5_0,0,Залізничний вокзал (191),15860,133,0,0
112,224,15860_5_1,1,Кавалерідзе (426),15860,134,0,0
112,224,15860_6_0,0,Залізничний вокзал (191),15860,133,0,0
112,224,15860_6_1,1,Кавалерідзе (426),15860,134,0,0
112,224,15861_0_1,1,Кавалерідзе (426),15861,134,0,0
112,224,15861_1_0,0,Залізничний вокзал (191),15861,133,0,0
112,224,15861_1_1,1,Кавалерідзе (426),15861,134,0,0
112,224,15861_2_0,0,Залізничний вокзал (191),15861,133,0,0
112,224,15861_2_1,1,Кавалерідзе (426),15861,134,0,0
112,224,15861_3_0,0,Залізничний вокзал (191),15861,133,0,0
112,224,15861_3_1,1,Кавалерідзе (426),15861,134,0,0
112,224,15861_4_0,0,Залізничний вокзал (191),15861,133,0,0
112,224,15861_4_1,1,Кавалерідзе (426),15861,134,0,0
112,224,15861_5_0,0,Залізничний вокзал (191),15861,133,0,0
112,224,15861_5_1,1,Кавалерідзе (426),15861,134,0,0
112,224,15861_6_0,0,Залізничний вокзал (191),15861,133,0,0
112,224,15861_6_1,1,Кавалерідзе (426),15861,134,0,0
112,224,15862_0_1,1,Кавалерідзе (426),15862,134,0,0
112,224,15862_1_0,0,Залізничний вокзал (191),15862,133,0,0
112,224,15862_1_1,1,Кавалерідзе (426),15862,134,0,0
112,224,15862_2_0,0,Залізничний вокзал (191),15862,133,0,0
112,224,15862_2_1,1,Кавалерідзе (426),15862,134,0,0
112,224,15862_3_0,0,Залізничний вокзал (191),15862,133,0,0
112,224,15862_3_1,1,Кавалерідзе (426),15862,134,0,0
112,224,15862_4_0,0,Залізничний вокзал (191),15862,133,0,0
112,224,15862_4_1,1,Кавалерідзе (426),15862,134,0,0
112,224,15862_5_0,0,Залізничний вокзал (191),15862,133,0,0
112,224,15862_5_1,1,Кавалерідзе (426),15862,134,0,0
112,224,15862_6_0,0,Залізничний вокзал (191),15862,133,0,0
112,224,15862_6_1,1,Кавалерідзе (426),15862,134,0,0
112,224,15863_0_1,1,Кавалерідзе (426),15863,134,0,0
112,224,15863_1_0,0,Залізничний вокзал (191),15863,133,0,0
112,224,15863_1_1,1,Кавалерідзе (426),15863,134,0,0
112,224,15863_2_0,0,Залізничний вокзал (191),15863,133,0,0
112,224,15863_2_1,1,Кавалерідзе (426),15863,134,0,0
112,224,15863_3_0,0,Залізничний вокзал (191),15863,133,0,0
112,224,15863_3_1,1,Кавалерідзе (426),15863,134,0,0
112,224,15863_4_0,0,Залізничний вокзал (191),15863,133,0,0
112,224,15863_4_1,1,Кавалерідзе (426),15863,134,0,0
112,224,15863_5_0,0,Залізничний вокзал (191),15863,133,0,0
112,224,15863_5_1,1,Кавалерідзе (426),15863,134,0,0
112,224,15863_6_0,0,Залізничний вокзал (191),15863,133,0,0
112,224,15863_6_1,1,Кавалерідзе (426),15863,134,0,0
112,224,15864_0_1,1,Кавалерідзе (426),15864,134,0,0
112,224,15864_1_0,0,Залізничний вокзал (191),15864,133,0,0
112,224,15864_1_1,1,Кавалерідзе (426),15864,134,0,0
112,224,15864_2_0,0,Залізничний вокзал (191),15864,133,0,0
112,224,15864_2_1,1,Кавалерідзе (426),15864,134,0,0
112,224,15864_3_0,0,Залізничний вокзал (191),15864,133,0,0
112,224,15864_3_1,1,Кавалерідзе (426),15864,134,0,0
112,224,15864_4_0,0,Залізничний вокзал (191),15864,133,0,0
112,224,15864_4_1,1,Кавалерідзе (426),15864,134,0,0
112,224,15864_5_0,0,Залізничний вокзал (191),15864,133,0,0
112,224,15864_5_1,1,Кавалерідзе (426),15864,134,0,0
112,224,15864_6_0,0,Залізничний вокзал (191),15864,133,0,0
1022,224,17552_0_0,0,Галицьке перехрестя (593),17552,3488,1,0
1022,224,17552_0_1,1,Санта Барбара (459),17552,3523,1,0
1022,224,17552_1_0,0,Галицьке перехрестя (593),17552,3488,1,0
1022,224,17552_1_1,1,Санта Барбара (459),17552,3523,1,0
1022,224,17552_2_0,0,Галицьке перехрестя (593),17552,3488,1,0
1022,224,17552_2_1,1,Санта Барбара (459),17552,3523,1,0
1022,224,17552_3_0,0,Галицьке перехрестя (593),17552,3488,1,0
1022,224,17552_3_1,1,Санта Барбара (459),17552,3523,1,0
1022,224,17552_4_0,0,Галицьке перехрестя (593),17552,3488,1,0
1022,224,17552_4_1,1,Санта Барбара (459),17552,3523,1,0
1022,224,17553_0_0,0,Галицьке перехрестя (593),17553,3488,1,0
1022,224,17553_0_1,1,Санта Барбара (459),17553,3523,1,0
1022,224,17553_1_0,0,Галицьке перехрестя (593),17553,3488,1,0
1022,224,17553_1_1,1,Санта Барбара (459),17553,3523,1,0
1022,224,17553_2_0,0,Галицьке перехрестя (593),17553,3488,1,0
1022,224,17553_2_1,1,Санта Барбара (459),17553,3523,1,0
1022,224,17553_3_0,0,Галицьке перехрестя (593),17553,3488,1,0
1022,224,17553_3_1,1,Санта Барбара (459),17553,3523,1,0
1022,224,17553_4_0,0,Галицьке перехрестя (593),17553,3488,1,0
1022,224,17553_4_1,1,Санта Барбара (459),17553,3523,1,0
1022,224,17554_0_0,0,Галицьке перехрестя (593),17554,3488,1,0
1022,224,17554_0_1,1,Санта Барбара (459),17554,3523,1,0
1022,224,17554_1_0,0,Галицьке перехрестя (593),17554,3488,1,0
1022,224,17554_1_1,1,Санта Барбара (459),17554,3523,1,0
1022,224,17554_2_0,0,Галицьке перехрестя (593),17554,3488,1,0
1022,224,17554_2_1,1,Санта Барбара (459),17554,3523,1,0
1022,224,17554_3_0,0,Галицьке перехрестя (593),17554,3488,1,0
1022,224,17554_3_1,1,Санта Барбара (459),17554,3523,1,0
1022,224,17554_4_0,0,Галицьке перехрестя (593),17554,3488,1,0
1022,224,17554_4_1,1,Санта Барбара (459),17554,3523,1,0
1022,224,17555_0_0,0,Галицьке перехрестя (593),17555,3488,1,0
1022,224,17555_0_1,1,Санта Барбара (459),17555,3523,1,0
1022,224,17555_1_0,0,Галицьке перехрестя (593),17555,3488,1,0
1022,224,17555_1_1,1,Санта Барбара (459),17555,3523,1,0
1022,224,17555_2_0,0,Галицьке перехрестя (593),17555,3488,1,0
1022,224,17555_2_1,1,Санта Барбара (459),17555,3523,1,0
1022,224,17555_3_0,0,Галицьке перехрестя (593),17555,3488,1,0
1022,224,17555_3_1,1,Санта Барбара (459),17555,3523,1,0
1022,224,17555_4_0,0,Галицьке перехрестя (593),17555,3488,1,0
1022,224,17555_4_1,1,Санта Барбара (459),17555,3523,1,0
1022,224,17556_0_0,0,Галицьке перехрестя (593),17556,3488,1,0
1022,224,17556_0_1,1,Санта Барбара (459),17556,3523,1,0
1022,224,17556_1_0,0,Галицьке перехрестя (593),17556,3488,1,0
1022,224,17556_1_1,1,Санта Барбара (459),17556,3523,1,0
1022,224,17556_2_0,0,Галицьке перехрестя (593),17556,3488,1,0
1022,224,17556_2_1,1,Санта Барбара (459),17556,3523,1,0
1022,224,17556_3_0,0,Галицьке перехрестя (593),17556,3488,1,0
1022,224,17556_3_1,1,Санта Барбара (459),17556,3523,1,0
1022,224,17556_4_0,0,Галицьке перехрестя (593),17556,3488,1,0
1022,224,17556_4_1,1,Санта Барбара (459),17556,3523,1,0
1022,224,17557_0_0,0,Галицьке перехрестя (593),17557,3488,1,0
1022,224,17557_0_1,1,Санта Барбара (459),17557,3523,1,0
1022,224,17557_1_0,0,Галицьке перехрестя (593),17557,3488,1,0
1022,224,17557_1_1,1,Санта Барбара (459),17557,3523,1,0
1022,224,17557_2_0,0,Галицьке перехрестя (593),17557,3488,1,0
1022,224,17557_2_1,1,Санта Барбара (459),17557,3523,1,0
1022,224,17557_3_0,0,Галицьке перехрестя (593),17557,3488,1,0
1022,224,17557_3_1,1,Санта Барбара (459),17557,3523,1,0
1022,224,17557_4_0,0,Галицьке перехрестя (593),17557,3488,1,0
1022,224,17557_4_1,1,Санта Барбара (459),17557,3523,1,0
1022,224,17557_5_0,0,Галицьке перехрестя (593),17557,3488,1,0
1022,224,17557_5_1,1,Санта Барбара (459),17557,3523,1,0
1022,224,17558_0_0,0,Галицьке перехрестя (593),17558,3488,1,0
1022,224,17558_0_1,1,Санта Барбара (459),17558,3523,1,0
1022,224,17558_1_0,0,Галицьке перехрестя (593),17558,3488,1,0
1022,224,17558_1_1,1,Санта Барбара (459),17558,3523,1,0
1022,224,17558_2_0,0,Галицьке перехрестя (593),17558,3488,1,0
1022,224,17558_2_1,1,Санта Барбара (459),17558,3523,1,0
1022,224,17558_3_0,0,Галицьке перехрестя (593),17558,3488,1,0
1022,224,17558_3_1,1,Санта Барбара (459),17558,3523,1,0
1022,224,17558_4_0,0,Галицьке перехрестя (593),17558,3488,1,0
1022,224,17558_4_1,1,Санта Барбара (459),17558,3523,1,0
1022,224,17559_0_0,0,Галицьке перехрестя (593),17559,3488,1,0
1022,224,17559_0_1,1,Санта Барбара (459),17559,3523,1,0
1022,224,17559_1_0,0,Галицьке перехрестя (593),17559,3488,1,0
1022,224,17559_1_1,1,Санта Барбара (459),17559,3523,1,0
1022,224,17559_2_0,0,Галицьке перехрестя (593),17559,3488,1,0
1022,224,17559_2_1,1,Санта Барбара (459),17559,3523,1,0
1022,224,17559_3_0,0,Галицьке перехрестя (593),17559,3488,1,0
1022,224,17559_3_1,1,Санта Барбара (459),17559,3523,1,0
1022,224,17559_4_0,0,Галицьке перехрестя (593),17559,3488,1,0
1022,224,17559_4_1,1,Санта Барбара (459),17559,3523,1,0
1022,224,17559_5_0,0,Галицьке перехрестя (593),17559,3488,1,0
1022,224,17559_5_1,1,Санта Барбара (459),17559,3523,1,0
1022,224,17560_0_0,0,Галицьке перехрестя (593),17560,3488,1,0
1022,224,17560_0_1,1,Санта Барбара (459),17560,3523,1,0
1022,224,17560_1_0,0,Галицьке перехрестя (593),17560,3488,1,0
1022,224,17560_1_1,1,Санта Барбара (459),17560,3523,1,0
1022,224,17560_2_0,0,Галицьке перехрестя (593),17560,3488,1,0
1022,224,17560_2_1,1,Санта Барбара (459),17560,3523,1,0
1022,224,17560_3_0,0,Галицьке перехрестя (593),17560,3488,1,0
1022,224,17560_3_1,1,Санта Барбара (459),17560,3523,1,0
1022,224,17560_4_0,0,Галицьке перехрестя (593),17560,3488,1,0
1022,224,17560_4_1,1,Санта Барбара (459),17560,3523,1,0
1022,224,17561_0_0,0,Галицьке перехрестя (593),17561,3488,1,0
1022,224,17561_0_1,1,Санта Барбара (459),17561,3523,1,0
1022,224,17561_1_0,0,Галицьке перехрестя (593),17561,3488,1,0
1022,224,17561_1_1,1,Санта Барбара (459),17561,3523,1,0
1022,224,17561_2_0,0,Галицьке перехрестя (593),17561,3488,1,0
1022,224,17561_2_1,1,Санта Барбара (459),17561,3523,1,0
1022,224,17561_3_0,0,Галицьке перехрестя (593),17561,3488,1,0
1022,224,17561_3_1,1,Санта Барбара (459),17561,3523,1,0
1022,224,17561_4_0,0,Галицьке перехрестя (593),17561,3488,1,0
1022,224,17561_4_1,1,Санта Барбара (459),17561,3523,1,0
1022,224,17562_0_0,0,Галицьке перехрестя (593),17562,3488,1,0
1022,224,17562_0_1,1,Санта Барбара (459),17562,3523,1,0
1022,224,17562_1_0,0,Галицьке перехрестя (593),17562,3488,1,0
1022,224,17562_1_1,1,Санта Барбара (459),17562,3523,1,0
1022,224,17562_2_0,0,Галицьке перехрестя (593),17562,3488,1,0
1022,224,17562_2_1,1,Санта Барбара (459),17562,3523,1,0
1022,224,17562_3_0,0,Галицьке перехрестя (593),17562,3488,1,0
1022,224,17562_3_1,1,Санта Барбара (459),17562,3523,1,0
1022,224,17562_4_0,0,Галицьке перехрестя (593),17562,3488,1,0
1022,224,17562_4_1,1,Санта Барбара (459),17562,3523,1,0
1022,224,17563_0_0,0,Галицьке перехрестя (593),17563,3488,1,0
1022,224,17563_0_1,1,Санта Барбара (459),17563,3523,1,0
1022,224,17563_1_0,0,Галицьке перехрестя (593),17563,3488,1,0
1022,224,17563_1_1,1,Санта Барбара (459),17563,3523,1,0
1022,224,17563_2_0,0,Галицьке перехрестя (593),17563,3488,1,0
1022,224,17563_2_1,1,Санта Барбара (459),17563,3523,1,0
1022,224,17563_3_0,0,Галицьке перехрестя (593),17563,3488,1,0
1022,224,17563_3_1,1,Санта Барбара (459),17563,3523,1,0
1022,224,17563_4_0,0,Галицьке перехрестя (593),17563,3488,1,0
1022,224,17563_4_1,1,Санта Барбара (459),17563,3523,1,0
992,224,18550_0_1,1,Авторинок (199),18550,3553,0,0
992,224,18550_1_0,0,Грінченка (639),18550,3552,0,0
992,224,18550_1_1,1,Авторинок (199),18550,3553,0,0
992,224,18550_2_0,0,Грінченка (639),18550,3552,0,0
992,224,18550_2_1,1,Авторинок (199),18550,3553,0,0
992,224,18550_3_0,0,Грінченка (639),18550,3552,0,0
992,224,18550_3_1,1,Авторинок (199),18550,3553,0,0
992,224,18550_4_0,0,Грінченка (639),18550,3552,0,0
992,224,18550_4_1,1,Авторинок (199),18550,3553,0,0
992,224,18550_5_0,0,Грінченка (639),18550,3552,0,0
992,224,18550_5_1,1,Авторинок (199),18550,3553,0,0
992,224,18550_6_0,0,Грінченка (639),18550,3552,0,0
992,224,18550_6_1,1,Авторинок (199),18550,3553,0,0
992,224,18550_7_0,0,Грінченка (639),18550,3552,0,0
992,224,18550_7_1,1,Авторинок (199),18550,3553,0,0
992,224,18551_0_0,0,Грінченка (639),18551,3552,0,0
992,224,18551_0_1,1,Авторинок (199),18551,3553,0,0
992,224,18551_1_0,0,Грінченка (639),18551,3552,0,0
992,224,18551_1_1,1,Авторинок (199),18551,3553,0,0
992,224,18551_2_0,0,Грінченка (639),18551,3552,0,0
992,224,18551_2_1,1,Авторинок (199),18551,3553,0,0
992,224,18551_3_0,0,Грінченка (639),18551,3552,0,0
992,224,18551_3_1,1,Авторинок (199),18551,3553,0,0
992,224,18551_4_0,0,Грінченка (639),18551,3552,0,0
992,224,18551_4_1,1,Авторинок (199),18551,3553,0,0
992,224,18551_5_0,0,Грінченка (639),18551,3552,0,0
992,224,18551_5_1,1,Авторинок (199),18551,3553,0,0
992,224,18551_6_0,0,Грінченка (639),18551,3552,0,0
992,224,18551_6_1,1,Авторинок (199),18551,3553,0,0
992,224,18551_7_0,0,Грінченка (639),18551,3552,0,0
110,31,18675_0_1,1,Підзамче (312),18675,2080,0,0
110,31,18675_1_0,0,"Ситихів, Народний дім (1352)",18675,2081,0,0
110,31,18675_1_1,1,Підзамче (312),18675,2080,0,0
110,31,18675_2_0,0,"Ситихів, Народний дім (1352)",18675,2081,0,0
110,31,18675_2_1,1,Підзамче (312),18675,2080,0,0
110,31,18675_3_0,0,"Ситихів, Народний дім (1352)",18675,2081,0,0
110,31,18675_3_1,1,Підзамче (312),18675,2080,0,0
110,31,18675_4_0,0,"Ситихів, Народний дім (1352)",18675,2081,0,0
881,31,18702_0_0,0,"Малі Грибовичі, Центр (1294)",18702,109,0,0
881,31,18702_0_1,1,Підзамче (312),18702,110,0,0
881,31,18702_1_0,0,"Малі Грибовичі, Центр (1294)",18702,109,0,0
881,31,18702_1_1,1,Підзамче (312),18702,110,0,0
881,31,18702_2_0,0,"Малі Грибовичі, Центр (1294)",18702,109,0,0
881,31,18702_2_1,1,Підзамче (312),18702,110,0,0
881,31,18702_3_0,0,"Малі Грибовичі, Центр (1294)",18702,109,0,0
881,31,18702_3_1,1,Підзамче (312),18702,110,0,0
881,31,18702_4_0,0,"Малі Грибовичі, Центр (1294)",18702,109,0,0
881,31,18702_4_1,1,Підзамче (312),18702,110,0,0
881,31,18702_5_0,0,"Малі Грибовичі, Центр (1294)",18702,109,0,0
881,31,18702_5_1,1,Підзамче (312),18702,110,0,0
881,31,18702_6_0,0,"Малі Грибовичі, Центр (1294)",18702,109,0,0
881,31,18702_6_1,1,Підзамче (312),18702,110,0,0
881,224,18703_0_0,0,"Малі Грибовичі, Центр (1294)",18703,109,0,0
881,224,18703_0_1,1,Підзамче (312),18703,110,0,0
881,224,18703_1_0,0,"Малі Грибовичі, Центр (1294)",18703,109,0,0
881,224,18703_1_1,1,Підзамче (312),18703,110,0,0
881,224,18703_2_0,0,"Малі Грибовичі, Центр (1294)",18703,109,0,0
881,224,18703_2_1,1,Підзамче (312),18703,110,0,0
881,224,18703_3_0,0,"Малі Грибовичі, Центр (1294)",18703,109,0,0
881,224,18703_3_1,1,Підзамче (312),18703,110,0,0
881,224,18703_4_0,0,"Малі Грибовичі, Центр (1294)",18703,109,0,0
881,224,18703_4_1,1,Підзамче (312),18703,110,0,0
1022,31,20030_0_0,0,Галицьке перехрестя (593),20030,3488,1,0
1022,31,20030_0_1,1,Санта Барбара (459),20030,3523,1,0
1022,31,20030_1_0,0,Галицьке перехрестя (593),20030,3488,1,0
1022,31,20030_1_1,1,Санта Барбара (459),20030,3523,1,0
1022,31,20030_2_0,0,Галицьке перехрестя (593),20030,3488,1,0
1022,31,20030_2_1,1,Санта Барбара (459),20030,3523,1,0
1022,31,20030_3_0,0,Галицьке перехрестя (593),20030,3488,1,0
1022,31,20030_3_1,1,Санта Барбара (459),20030,3523,1,0
1022,31,20030_4_0,0,Галицьке перехрестя (593),20030,3488,1,0
1022,31,20030_4_1,1,Санта Барбара (459),20030,3523,1,0
1022,31,20031_0_0,0,Галицьке перехрестя (593),20031,3488,1,0
1022,31,20031_0_1,1,Санта Барбара (459),20031,3523,1,0
1022,31,20031_1_0,0,Галицьке перехрестя (593),20031,3488,1,0
1022,31,20031_1_1,1,Санта Барбара (459),20031,3523,1,0
1022,31,20031_2_0,0,Галицьке перехрестя (593),20031,3488,1,0
1022,31,20031_2_1,1,Санта Барбара (459),20031,3523,1,0
1022,31,20031_3_0,0,Галицьке перехрестя (593),20031,3488,1,0
1022,31,20031_3_1,1,Санта Барбара (459),20031,3523,1,0
1022,31,20031_4_0,0,Галицьке перехрестя (593),20031,3488,1,0
1022,31,20031_4_1,1,Санта Барбара (459),20031,3523,1,0
1022,31,20032_0_0,0,Галицьке перехрестя (593),20032,3488,1,0
1022,31,20032_0_1,1,Санта Барбара (459),20032,3523,1,0
1022,31,20032_1_0,0,Галицьке перехрестя (593),20032,3488,1,0
1022,31,20032_1_1,1,Санта Барбара (459),20032,3523,1,0
1022,31,20032_2_0,0,Галицьке перехрестя (593),20032,3488,1,0
1022,31,20032_2_1,1,Санта Барбара (459),20032,3523,1,0
1022,31,20032_3_0,0,Галицьке перехрестя (593),20032,3488,1,0
1022,31,20032_3_1,1,Санта Барбара (459),20032,3523,1,0
1022,31,20032_4_0,0,Галицьке перехрестя (593),20032,3488,1,0
1022,31,20032_4_1,1,Санта Барбара (459),20032,3523,1,0
1022,31,20033_0_0,0,Галицьке перехрестя (593),20033,3488,1,0
1022,31,20033_0_1,1,Санта Барбара (459),20033,3523,1,0
1022,31,20033_1_0,0,Галицьке перехрестя (593),20033,3488,1,0
1022,31,20033_1_1,1,Санта Барбара (459),20033,3523,1,0
1022,31,20033_2_0,0,Галицьке перехрестя (593),20033,3488,1,0
1022,31,20033_2_1,1,Санта Барбара (459),20033,3523,1,0
1022,31,20033_3_0,0,Галицьке перехрестя (593),20033,3488,1,0
1022,31,20033_3_1,1,Санта Барбара (459),20033,3523,1,0
1022,31,20033_4_0,0,Галицьке перехрестя (593),20033,3488,1,0
1022,31,20033_4_1,1,Санта Барбара (459),20033,3523,1,0
1022,31,20034_0_0,0,Галицьке перехрестя (593),20034,3488,1,0
1022,31,20034_0_1,1,Санта Барбара (459),20034,3523,1,0
1022,31,20034_1_0,0,Галицьке перехрестя (593),20034,3488,1,0
1022,31,20034_1_1,1,Санта Барбара (459),20034,3523,1,0
1022,31,20034_2_0,0,Галицьке перехрестя (593),20034,3488,1,0
1022,31,20034_2_1,1,Санта Барбара (459),20034,3523,1,0
1022,31,20034_3_0,0,Галицьке перехрестя (593),20034,3488,1,0
1022,31,20034_3_1,1,Санта Барбара (459),20034,3523,1,0
1022,31,20034_4_0,0,Галицьке перехрестя (593),20034,3488,1,0
1022,31,20034_4_1,1,Санта Барбара (459),20034,3523,1,0
1022,31,20035_0_0,0,Галицьке перехрестя (593),20035,3488,1,0
1022,31,20035_0_1,1,Санта Барбара (459),20035,3523,1,0
1022,31,20035_1_0,0,Галицьке перехрестя (593),20035,3488,1,0
1022,31,20035_1_1,1,Санта Барбара (459),20035,3523,1,0
1022,31,20035_2_0,0,Галицьке перехрестя (593),20035,3488,1,0
1022,31,20035_2_1,1,Санта Барбара (459),20035,3523,1,0
1022,31,20035_3_0,0,Галицьке перехрестя (593),20035,3488,1,0
1022,31,20035_3_1,1,Санта Барбара (459),20035,3523,1,0
1022,31,20035_4_0,0,Галицьке перехрестя (593),20035,3488,1,0
1022,31,20035_4_1,1,Санта Барбара (459),20035,3523,1,0
1022,31,20036_0_0,0,Галицьке перехрестя (593),20036,3488,1,0
1022,31,20036_0_1,1,Санта Барбара (459),20036,3523,1,0
1022,31,20036_1_0,0,Галицьке перехрестя (593),20036,3488,1,0
1022,31,20036_1_1,1,Санта Барбара (459),20036,3523,1,0
1022,31,20036_2_0,0,Галицьке перехрестя (593),20036,3488,1,0
1022,31,20036_2_1,1,Санта Барбара (459),20036,3523,1,0
1022,31,20036_3_0,0,Галицьке перехрестя (593),20036,3488,1,0
1022,31,20036_3_1,1,Санта Барбара (459),20036,3523,1,0
1022,31,20036_4_0,0,Галицьке перехрестя (593),20036,3488,1,0
1022,31,20036_4_1,1,Санта Барбара (459),20036,3523,1,0
1022,31,20037_0_0,0,Галицьке перехрестя (593),20037,3488,1,0
1022,31,20037_0_1,1,Санта Барбара (459),20037,3523,1,0
1022,31,20037_1_0,0,Галицьке перехрестя (593),20037,3488,1,0
1022,31,20037_1_1,1,Санта Барбара (459),20037,3523,1,0
1022,31,20037_2_0,0,Галицьке перехрестя (593),20037,3488,1,0
1022,31,20037_2_1,1,Санта Барбара (459),20037,3523,1,0
1022,31,20037_3_0,0,Галицьке перехрестя (593),20037,3488,1,0
